car_id,price,fuel type,gear type,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,car,Registered city
5BiK36LVY9Vc3TleiU4MZzNu,3120000,Petrol,Automatic,Toyota,Camry,2008,Gray,Nigerian Used,296073,2400,Registered,Registered,Unknown,ABUJA
1Dh37ASXPJynDOri0LUqXNFa,2400000,Petrol,Automatic,Toyota,Corolla,2005,Blue,Nigerian Used,205717,1800,Registered,Registered,Unknown,LAGOS
nMCLSHTRLiO7aTAuUakRdFfg,2600000,Petrol,Automatic,Honda,Pilot,2005,Red,Nigerian Used,340090,3500,Registered,Imported,SUV,Lagos
2UEk07Iqu7uMjGTo32Sso0Aj,5040000,Petrol,Automatic,Nissan,Pathfinder,2014,Gray,Nigerian Used,57087,3500,Registered,Registered,SUV,RIVERS
kNVES3qkT3UHkTKZ6yQzOU0v,2912000,Petrol,Automatic,Toyota,Camry,2009,Silver,Nigerian Used,165423,240000,Registered,Registered,Unknown,Unknown
kqDp0DOgWAq3SVDmBKJs2qlB,5040000,Petrol,Automatic,Mercedes-Benz,C-Class,2009,Black,Nigerian Used,257201,3000,Registered,Imported,Sedan,ABUJA
eRUm4wfY31BXdWsek1sBACBY,3120000,Petrol,Automatic,Toyota,Camry,2005,Gold,Nigerian Used,322251,1800,Registered,Registered,Unknown,Unknown
7vji8idUSRrzzY1cALtATtnA,21000000,Petrol,Automatic,Ford,Mustang,2016,Black,Foreign Used,89422,5000,Imported,Imported,Coupe,Unknown
anC0zptjvZJuoSe1HFME2674,3150000,Petrol,Automatic,Infiniti,QX56,2007,Black,Nigerian Used,185157,5600,Registered,Registered,SUV,LAGOS
zLuUka0BQ9uRVr7SFPyuHaXj,1995000,Petrol,Automatic,Toyota,Highlander,2001,Gold,Nigerian Used,158866,3000,Registered,Registered,SUV,KWARA
ixoEBgg4fdEgrxvlvQN5IPIF,5200000,Petrol,Automatic,Nissan,Pathfinder,2008,Silver,Nigerian Used,133744,5600,Registered,Imported,SUV,LAGOS
8hDmLy7M905XeY1efdgeDiBf,2100000,Petrol,Automatic,Toyota,Corolla,2003,Gray,Nigerian Used,247963,1800,Registered,Imported,Unknown,LAGOS
5CvZIzPs35EFXtUXdhcaHnny,7800000,Petrol,Automatic,Toyota,RAV4,2015,White,Nigerian Used,67136,2500,Registered,Imported,SUV,LAGOS
anC0zptjvZJuoSe1HFME2674,3150000,Petrol,Automatic,Infiniti,QX56,2007,Black,Nigerian Used,185157,5600,Registered,Registered,SUV,LAGOS
5mkPXKdZHRTV9Dowv4Auw7CE,2100000,Petrol,Automatic,Toyota,Corolla,2003,Gray,Nigerian Used,57384,1800,Registered,Registered,Unknown,LAGOS
1Dh37ASXPJynDOri0LUqXNFa,2400000,Petrol,Automatic,Toyota,Corolla,2005,Blue,Nigerian Used,205717,1800,Registered,Registered,Unknown,LAGOS
qhTOqzIuneC2IHQHgzdRqeO6,3640000,Petrol,Automatic,Toyota,Corolla,2009,Gray,Nigerian Used,129219,1800,Registered,Registered,Unknown,Abuja
33wNPaR6VjlaJJtdKcJLThIz,2100000,Petrol,Automatic,Ford,Edge,2008,Red,Nigerian Used,217926,3500,Registered,Registered,SUV,Unknown
aC3HUX0iCTDFUndZkOcD99EP,2415000,Petrol,Automatic,Toyota,Camry,2007,Black,Nigerian Used,166088,2400,Registered,Registered,Sedan,LAGOS
3ov9A6mzwoPmXH3Gykt5NttP,2730000,Petrol,Automatic,Toyota,Corolla,2008,Black,Nigerian Used,308648,1800,Registered,Imported,Unknown,LAGOS
2WsjRt1unbAP2FOfvfujGoOs,2392000,Petrol,Automatic,Honda,Accord,2008,Gray,Nigerian Used,156371,2400,Registered,Registered,Unknown,Lagos
uuEEHNv4agD8VL5BsMeHZjfz,2912000,Petrol,Automatic,Toyota,Highlander,2004,Red,Nigerian Used,170617,3300,Registered,Imported,SUV,Lagos
kOONxVXQup1KSyMxkLgygk98,3150000,Petrol,Automatic,Nissan,Murano,2009,Black,Nigerian Used,143575,3500,Registered,Imported,SUV,LAGOS
xbjtimr4d1LwWSOOkeJduKgF,2940000,Petrol,Automatic,Hyundai,Ix35,2011,Brown,Nigerian Used,99785,2000,Registered,Registered,SUV,Unknown
mSCUh83zmgYvL9ttjMPRrHZ4,6240000,Petrol,Automatic,Nissan,Qashqai,2015,Red,Nigerian Used,95972,2000,Registered,Imported,SUV,Unknown
raL3NWf0d5ll8u5nGsUp3rpY,2600000,Petrol,Automatic,Toyota,Corolla,2005,Gold,Nigerian Used,246098,1800,Registered,Imported,Unknown,Unknown
BCLBQgpGn7CbY6NuoAxFH9dI,3848000,Petrol,Automatic,Honda,Accord,2008,Brown,Nigerian Used,117342,3500,Registered,Imported,Unknown,Lagos
feThERgQpKLqufNysLSKKDw1,5200000,Petrol,Automatic,Honda,Pilot,2011,Brown,Nigerian Used,301456,3500,Registered,Imported,SUV,LAGOS
jRGnXTOgkbJVatsXmxvUH1aT,2496000,Petrol,Automatic,Acura,TL,2005,White,Nigerian Used,331320,3500,Registered,Registered,Unknown,Lagos
kIdHaf1N8iKBhTNGFdWfZ5Ey,2730000,Petrol,Automatic,Toyota,Corolla,2010,Black,Nigerian Used,335204,1800,Registered,Registered,Sedan,Unknown
BGJe6PtomfNvIjOAhiA1sdK1,3465000,Petrol,Automatic,Nissan,Sentra,2013,Black,Nigerian Used,80251,1800,Registered,Imported,Sedan,Abuja
q8gHwE2MzQA56kSFmtBvDeAa,12480000,Petrol,Automatic,Mercedes-Benz,M Class,2012,Gray,Nigerian Used,94019,3500,Registered,Imported,SUV,FCT
529EbkztT0eKxBNrm0eykjLJ,1819125,Petrol,Automatic,Toyota,Camry,2003,Black,Nigerian Used,385728,2400,Registered,Imported,Unknown,LAGOS
l6OF28Oa76XokCoBWFXgabeQ,8400000,Petrol,Automatic,Lexus,RX 350,2012,Gold,Nigerian Used,259893,3500,Registered,Imported,SUV,ABUJA
av8ZTHXZ4lTwqA2jwvWaC8pD,6240000,Petrol,Automatic,Toyota,Highlander,2004,Brown,Foreign Used,200000,3500,Imported,Imported,SUV,Unknown
wq3QnGBxjmvp12OEi06dvZBk,9360000,Petrol,Manual,Toyota,Hilux,2014,Silver,Nigerian Used,145286,2700,Registered,Registered,Unknown,Unknown
Bwk084QpVNPlluuR11oyt2TQ,6300000,Petrol,Automatic,Honda,Crosstour,2012,Gray,Foreign Used,248100,3500,Imported,Imported,SUV,Unknown
6j3B4l7oT3LlVWGnMOG0bP5a,4680000,Petrol,Automatic,Honda,Accord,2010,Gray,Foreign Used,180560,2400,Imported,Imported,Unknown,Unknown
iOl6XeyLgKwl2pEDj8YHxnUl,2600000,Petrol,Automatic,Toyota,Camry,2004,Blue,Nigerian Used,342874,3000,Registered,Registered,Unknown,Unknown
jGKqYVdIqJFoslm8PmJ9P8mQ,2310000,Petrol,Automatic,Toyota,Camry,2007,Blue,Nigerian Used,348684,2400,Registered,Registered,Sedan,LAGOS
Bwk084QpVNPlluuR11oyt2TQ,6300000,Petrol,Automatic,Honda,Crosstour,2012,Gray,Foreign Used,248100,3500,Imported,Imported,SUV,Unknown
pyBp9hayUu3reHy5RQqvQqu4,2775000,Petrol,Automatic,Toyota,Camry,2007,Gold,Nigerian Used,185246,2400,Registered,Imported,Unknown,LAGOS
q4DQ8yLUD9ZWPN2m886lchdb,2808000,Petrol,Automatic,Toyota,Corolla,2008,Red,Nigerian Used,94778,2400,Registered,Registered,Unknown,Unknown
529EbkztT0eKxBNrm0eykjLJ,1819125,Petrol,Automatic,Toyota,Camry,2003,Black,Nigerian Used,385728,2400,Registered,Imported,Unknown,LAGOS
l6OF28Oa76XokCoBWFXgabeQ,8400000,Petrol,Automatic,Lexus,RX 350,2012,Gold,Nigerian Used,259893,3500,Registered,Imported,SUV,ABUJA
uuEEHNv4agD8VL5BsMeHZjfz,2912000,Petrol,Automatic,Toyota,Highlander,2004,Red,Nigerian Used,170617,3300,Registered,Imported,SUV,Lagos
zSppSNwyCIEcgBjKrU5dy2Z,2704000,Petrol,Automatic,Toyota,Sienna,2005,Gray,Nigerian Used,183620,3300,Registered,Imported,Minivan,Unknown
wWPU1m0ZIJlcEh2yzOkVbWqG,4725000,Petrol,Automatic,Toyota,Corolla,2014,Black,Nigerian Used,35254,180000,Registered,Registered,Unknown,Unknown
oMgsCzI4haLlCpiIM28M3Qi4,2625000,Petrol,Automatic,Toyota,Corolla,2011,Silver,Nigerian Used,175692,2500,Registered,Imported,Sedan,Lagos
BGJe6PtomfNvIjOAhiA1sdK1,3465000,Petrol,Automatic,Nissan,Sentra,2013,Black,Nigerian Used,80251,1800,Registered,Imported,Sedan,Abuja
qhTOqzIuneC2IHQHgzdRqeO6,3640000,Petrol,Automatic,Toyota,Corolla,2009,Gray,Nigerian Used,129219,1800,Registered,Registered,Unknown,Abuja
mSCUh83zmgYvL9ttjMPRrHZ4,6240000,Petrol,Automatic,Nissan,Qashqai,2015,Red,Nigerian Used,95972,2000,Registered,Imported,SUV,Unknown
kIdHaf1N8iKBhTNGFdWfZ5Ey,2730000,Petrol,Automatic,Toyota,Corolla,2010,Black,Nigerian Used,335204,1800,Registered,Registered,Sedan,Unknown
nhGBw0chuNWzsJ8liCSoqcjq,7800000,Petrol,Automatic,Lexus,ES,2011,Black,Foreign Used,65956,3500,Imported,Imported,Unknown,Unknown
BYepdwMDl0nzF68uQKyA26lY,1768000,Petrol,Automatic,Acura,MDX,2003,Black,Nigerian Used,113315,3500,Registered,Registered,SUV,Delta
pihaAjWY7XiGOItGMsKPndU8,2100000,Petrol,Automatic,Toyota,Corolla,2007,Gold,Nigerian Used,170291,1300,Registered,Registered,Unknown,Unknown
oOLfPhEJFHqUaqsOlEs45aF9,2808000,Petrol,Automatic,Toyota,Avalon,2005,Black,Nigerian Used,481002,3500,Registered,Registered,Unknown,LAGOS
eXkaTqhUrBPyOmnZFRVRJJ8F,1664000,Petrol,Automatic,Toyota,Camry,2002,Gold,Nigerian Used,327818,2400,Registered,Registered,Sedan,Unknown
fOepkQDj3QocIxNvqNYNxEjc,2625000,Petrol,Automatic,Toyota,Highlander,2004,Black,Nigerian Used,176290,3300,Registered,Registered,SUV,Lagos
fZvPmd7CRhT3pfxyXm3VppAP,2730000,Petrol,Automatic,Hyundai,Elantra,2012,Blue,Nigerian Used,153436,2000,Registered,Registered,Unknown,LAGOS
5OWlNQ6MQx0jXVUVnqR95Paw,2080000,Petrol,Automatic,Toyota,Camry,2002,Silver,Nigerian Used,162154,2400,Registered,Imported,Unknown,lagos
q8gHwE2MzQA56kSFmtBvDeAa,12480000,Petrol,Automatic,Mercedes-Benz,M Class,2012,Gray,Nigerian Used,94019,3500,Registered,Imported,SUV,FCT
s1AsmPSXVANQ2fnGD9NGUAyi,2310000,Petrol,Automatic,Toyota,Avalon,2007,Black,Nigerian Used,251566,3000,Registered,Registered,Sedan,Lagos
wVzOnGe0RzdbB3bl9DFAOdr4,2415000,Petrol,Automatic,Toyota,4-Runner,2006,Black,Nigerian Used,109658,4700,Registered,Registered,SUV,LAGOS
l7krZudoqHgDlcK9Iuynj2zI,2294250,Petrol,Automatic,Toyota,Corolla,2006,Green,Nigerian Used,136166,1800,Registered,Registered,Unknown,LAGOS
dS4u6Li7tflE68yEFmwc7Zjc,2808000,Petrol,Automatic,Toyota,Corolla,2006,Blue,Nigerian Used,167501,1400,Registered,Registered,Unknown,LAGOS
mmbanjwtSTyHRAT7DarS1IJK,5408000,Petrol,Automatic,Lexus,ES,2007,Blue,Foreign Used,275441,3500,Imported,Imported,Sedan,Unknown
htPAdmZZ42MQNBgnBjjD75eE,3150000,Petrol,Manual,Nissan,Navara,2008,Gray,Nigerian Used,67608,2500,Registered,Registered,Truck,Lagos
beaxKCoBCus0xGws6TCqQ7Wa,2520000,Petrol,Automatic,Hyundai,Genesis,2008,Gold,Nigerian Used,84810,3800,Registered,Imported,Unknown,Unknown
s95t1f2LIxAuus2lEgqhpfjA,2496000,Petrol,Automatic,Toyota,Camry,2005,Gold,Nigerian Used,287460,2400,Registered,Imported,Sedan,IMO
oHAuH5B92E4rOq438QQVBTpn,4992000,Petrol,Automatic,Kia,Rio,2019,Blue,Nigerian Used,41947,1400,Registered,Registered,Unknown,LAGOS
pat9tlm3XyMOGZle6JSJtNpm,2100000,Petrol,Automatic,Acura,TSX,2004,Blue,Nigerian Used,313617,2400,Registered,Registered,Unknown,Unknown
kTdyrAGZOAkDn0PlC2PokjTS,2288000,Petrol,Automatic,Toyota,Corolla,2004,Blue,Nigerian Used,445211,1800,Registered,Imported,Unknown,Unknown
6itltNIsYORFQU5wmadalm7F,3120000,Petrol,Automatic,Hyundai,Santa Fe,2010,Silver,Nigerian Used,167610,3500,Registered,Imported,Unknown,Unknown
pyBp9hayUu3reHy5RQqvQqu4,2775000,Petrol,Automatic,Toyota,Camry,2007,Gold,Nigerian Used,185246,2400,Registered,Imported,Unknown,LAGOS
jGKqYVdIqJFoslm8PmJ9P8mQ,2310000,Petrol,Automatic,Toyota,Camry,2007,Blue,Nigerian Used,348684,2400,Registered,Registered,Sedan,LAGOS
gfVb1neirtxRu5J6B0BiEisG,1248000,Petrol,Automatic,Toyota,Camry,1997,Red,Nigerian Used,349400,2200,Registered,Imported,Unknown,Abuja
s1AsmPSXVANQ2fnGD9NGUAyi,2310000,Petrol,Automatic,Toyota,Avalon,2007,Black,Nigerian Used,251566,3000,Registered,Registered,Sedan,Lagos
eXkaTqhUrBPyOmnZFRVRJJ8F,1664000,Petrol,Automatic,Toyota,Camry,2002,Gold,Nigerian Used,327818,2400,Registered,Registered,Sedan,Unknown
1psbZ4Icc3E9YVQ6Zx3eSRcL,3360000,Petrol,Automatic,Ford,Edge,2012,Black,Nigerian Used,159935,3500,Registered,Brand new,SUV,LAGOS
fOepkQDj3QocIxNvqNYNxEjc,2625000,Petrol,Automatic,Toyota,Highlander,2004,Black,Nigerian Used,176290,3300,Registered,Registered,SUV,Lagos
B6mQYazx5FulQhWJQXvYYXYf,2600000,Petrol,Automatic,Toyota,Camry,2004,Blue,Nigerian Used,130544,3000,Registered,Imported,Unknown,Unknown
x6AeDs4KFDN9aeDmwFRciKpM,2100000,Petrol,Manual,Citroen,Berlingo,2009,White,Foreign Used,176290,2000,Imported,Imported,Bus,Unknown
dYHfcgatUeLfpmJ7UBb4QNp3,2625000,Petrol,Automatic,Acura,MDX,2008,Brown,Nigerian Used,97710,3700,Registered,Registered,SUV,Unknown
oOLfPhEJFHqUaqsOlEs45aF9,2808000,Petrol,Automatic,Toyota,Avalon,2005,Black,Nigerian Used,481002,3500,Registered,Registered,Unknown,LAGOS
pFRl0TDXbgmgq8T0gklqlKug,2520000,Petrol,Manual,Toyota,Corolla,2012,Gray,Brand New,182258,1600,Brand new,Registered,Unknown,Unknown
7rtfdvC5C2V8IbdKB4Gliq2W,2340000,Petrol,Automatic,Toyota,Camry,2006,Blue,Nigerian Used,177536,3000,Registered,Registered,Unknown,Unknown
1GxsQxB1ml9i0D5JB6N1InQ6,2100000,Petrol,Automatic,Toyota,Camry,2005,Black,Nigerian Used,347069,2400,Registered,Imported,Unknown,Unknown
beaxKCoBCus0xGws6TCqQ7Wa,2520000,Petrol,Automatic,Hyundai,Genesis,2008,Gold,Nigerian Used,84810,3800,Registered,Imported,Unknown,Unknown
8y4BgLaqlpbdaDJdFO5sptbv,2600000,Petrol,Automatic,Lexus,ES,2005,Gold,Nigerian Used,114394,3300,Registered,Registered,Unknown,Unknown
394FleSt7uJNdYX26Nz8VaqC,3640000,Petrol,Automatic,Hyundai,Sonata,2011,Red,Nigerian Used,199984,2400,Registered,Imported,Unknown,Unknown
hHctZSUMidUXE33fwdIwXm4K,2704000,Petrol,Automatic,Toyota,Camry,2006,Gold,Nigerian Used,193707,2400,Registered,Imported,Unknown,Abuja
xu0E40fWxGhb9s7TKDp1CqdP,2812000,Petrol,Automatic,Toyota,Camry,2008,Silver,Nigerian Used,128401,2000,Registered,Registered,Unknown,Unknown
ub8wqVgf3z38BK6Z59Ru3WFA,2080000,Petrol,Automatic,Honda,Pilot,2005,Silver,Nigerian Used,373199,3500,Registered,Imported,SUV,LAGOS
bjaYCtAJNu1k9gKFX0ZS5eA3,4160000,Petrol,Automatic,Lexus,RX 350,2007,Red,Nigerian Used,150706,3500,Registered,Imported,SUV,lagos
p4PQfgMDqqgOiBKXHlT0MOHs,2600000,Petrol,Automatic,Lexus,ES,2004,Blue,Nigerian Used,189794,3300,Registered,Registered,Sedan,Unknown
u2ZsaaNbxgZJRIgXEJyz6PFy,2496000,Petrol,Automatic,Honda,Accord,2008,Black,Nigerian Used,121373,2400,Registered,Registered,Unknown,ABUJA
s88PYmlphrGPB21JRdVkGrm2,1965600,Petrol,Automatic,Mazda,6,2007,Silver,Nigerian Used,128465,2300,Registered,Registered,Unknown,Lagos
dyUNpKOJZAh0cUSaaNUUO0IH,2100000,Petrol,Automatic,Toyota,Matrix,2008,Black,Nigerian Used,178012,1800,Registered,Registered,Unknown,LAGOS
qaJgo2GiJorIX5SxoWoUW87S,2625000,Petrol,Automatic,Lexus,GS,2006,Black,Nigerian Used,137888,3000,Registered,Registered,Unknown,Unknown
lfACtpFH6tfy3zPVddJNlKLe,2600000,Petrol,Automatic,Honda,Pilot,2006,Green,Nigerian Used,245921,3500,Registered,Registered,SUV,LAGOS
5CxNFwsRlJRfTP2DCZ0k3aPh,2080000,Petrol,Automatic,Toyota,Camry,2003,Black,Nigerian Used,256970,1800,Registered,Registered,Unknown,LAGOS
oHAuH5B92E4rOq438QQVBTpn,4992000,Petrol,Automatic,Kia,Rio,2019,Blue,Nigerian Used,41947,1400,Registered,Registered,Unknown,LAGOS
x6AeDs4KFDN9aeDmwFRciKpM,2100000,Petrol,Manual,Citroen,Berlingo,2009,White,Foreign Used,176290,2000,Imported,Imported,Bus,Unknown
394FleSt7uJNdYX26Nz8VaqC,3640000,Petrol,Automatic,Hyundai,Sonata,2011,Red,Nigerian Used,199984,2400,Registered,Imported,Unknown,Unknown
fbQmXySYC4cSFOdgS34Bysdx,2625000,Petrol,Automatic,Toyota,Camry,2007,White,Nigerian Used,118965,2400,Registered,Registered,Unknown,Unknown
g0PinI7CGl5S9c9CoqmQsVCn,2088000,Petrol,Automatic,Toyota,Camry,2005,Gray,Nigerian Used,179400,2400,Registered,Registered,Unknown,LAGOS
u2ZsaaNbxgZJRIgXEJyz6PFy,2496000,Petrol,Automatic,Honda,Accord,2008,Black,Nigerian Used,121373,2400,Registered,Registered,Unknown,ABUJA
zb2Z3qd0gfjaMnvGICDRKhID,2940000,Petrol,Automatic,Toyota,Camry,2010,Gray,Nigerian Used,83371,2500,Registered,Registered,Unknown,Unknown
5uJ5JfAumlzYD1PNJ4Mpy7YX,2496000,Petrol,Automatic,Toyota,Corolla,2003,Silver,Nigerian Used,272791,1800,Registered,Registered,Unknown,Unknown
fCxhJNuuEGd2ftkwehmDpL4,2600000,Petrol,Automatic,Toyota,Sienna,2000,Green,Nigerian Used,348879,3000,Registered,Imported,Minivan,Unknown
B6mQYazx5FulQhWJQXvYYXYf,2600000,Petrol,Automatic,Toyota,Camry,2004,Blue,Nigerian Used,130544,3000,Registered,Imported,Unknown,Unknown
iFrtryzLeV9V6cDno8jfPyUb,2912000,Petrol,Automatic,Toyota,Corolla,2008,Black,Nigerian Used,145536,1800,Registered,Registered,Unknown,ABUJA
s95t1f2LIxAuus2lEgqhpfjA,2496000,Petrol,Automatic,Toyota,Camry,2005,Gold,Nigerian Used,287460,2400,Registered,Imported,Sedan,IMO
5CxNFwsRlJRfTP2DCZ0k3aPh,2080000,Petrol,Automatic,Toyota,Camry,2003,Black,Nigerian Used,256970,1800,Registered,Registered,Unknown,LAGOS
1shYI0JWrbPgvXN5s3Cjizgv,4368000,Petrol,Automatic,Lexus,RX 330,2004,Blue,Nigerian Used,132645,3300,Registered,Imported,SUV,Unknown
oyCYTtLAY4pMtSdQk7OdCRSX,5200000,Petrol,Automatic,Toyota,RAV4,2008,Blue,Foreign Used,248028,3500,Imported,Imported,SUV,Unknown
Cfh2u2NDCGTlEBrb3mqu0sfK,3150000,Petrol,Automatic,GAC,GA5,2014,Black,Nigerian Used,55919,20000,Registered,Brand new,SUV,LAGOS
kSYKiQa1HZbGvkQgnEaV6jLE,3150000,Petrol,Automatic,Nissan,Rogue,2009,Silver,Nigerian Used,163603,2500,Registered,Imported,SUV,Unknown
hiWav9nuR3NqlFvgUndzzJGe,21000000,Petrol,Automatic,Mazda,CX-9,2019,White,Foreign Used,100318,2500,Imported,Imported,SUV,Unknown
fDNXTLK3L09alxAgprEZhSFJ,3990000,Petrol,Automatic,Kia,Sportage,2007,Silver,Foreign Used,124261,2000,Imported,Imported,Unknown,Unknown
5mbuQv9txu9LWBDZbsQxKS2Q,3675000,Petrol,Automatic,Mercedes-Benz,E320,2005,Silver,Foreign Used,360488,2500,Imported,Imported,Unknown,Unknown
ySugVC6q8pDA2n8uncv3YsgH,2625000,Petrol,Automatic,Ford,Focus,2005,Black,Foreign Used,199843,2000,Imported,Imported,Unknown,Unknown
zjPrPhb7eru0OPQF6cQoEeum,2415000,Petrol,Automatic,Lexus,ES,2004,Blue,Nigerian Used,125288,3300,Registered,Imported,Unknown,LAGOS
gbDlzPgZ8MJUjLpNoKcguNhd,2100000,Petrol,Automatic,Toyota,4-Runner,2004,Black,Nigerian Used,214690,4000,Registered,Imported,SUV,RIVERS
1wOxL6rRriXqzvkSFYI3GNsw,2100000,Petrol,Automatic,Toyota,Corolla,2004,Gray,Nigerian Used,172270,1800,Registered,Registered,Unknown,LAGOS
a51FJciCf9qMW7OIx5Icowf4,3150000,Petrol,CVT,Toyota,Avalon,2011,Black,Nigerian Used,92836,3500,Registered,Imported,Unknown,Unknown
wVzOnGe0RzdbB3bl9DFAOdr4,2415000,Petrol,Automatic,Toyota,4-Runner,2006,Black,Nigerian Used,109658,4700,Registered,Registered,SUV,LAGOS
xhSaFso3mpKcKqJg39g2v8bw,2625000,Petrol,Automatic,Kia,Forte,2010,Brown,Nigerian Used,319977,2000,Registered,Imported,Unknown,Unknown
6nupvjIEQPP8jMYWWWyPC0oq,2205000,Petrol,Automatic,Ford,Edge,2007,Silver,Nigerian Used,261870,3500,Registered,Registered,SUV,LAGOS
BCxL2o48Mn9BEFTMG1T5DaZ4,2100000,Petrol,Automatic,Honda,Pilot,2006,Gray,Nigerian Used,124704,3500,Registered,Registered,SUV,Rivers
C56RSS2jrnKpFHPgoapSsxYC,2835000,Petrol,Automatic,Toyota,Solara,2007,Gray,Nigerian Used,142058,2400,Registered,Registered,Unknown,Unknown
lfACtpFH6tfy3zPVddJNlKLe,2600000,Petrol,Automatic,Honda,Pilot,2006,Green,Nigerian Used,245921,3500,Registered,Registered,SUV,LAGOS
zWnMYiXGIJ2cm92nFwjd9bCa,3675000,Petrol,Automatic,Toyota,Corolla,2011,Blue,Foreign Used,129521,1800,Imported,Brand new,Unknown,Unknown
swH1IVACg0e89YTHDYrW1OiY,2808000,Petrol,Automatic,Toyota,Camry,2007,White,Nigerian Used,103736,2400,Registered,Imported,Unknown,Unknown
sAMpWZcABE6AYtaZB9J86VcM,6240000,Petrol,Automatic,Ford,Explorer,2013,Black,Nigerian Used,243237,3500,Registered,Imported,SUV,AKWA IBOM
qaJgo2GiJorIX5SxoWoUW87S,2625000,Petrol,Automatic,Lexus,GS,2006,Black,Nigerian Used,137888,3000,Registered,Registered,Unknown,Unknown
mlQoOTdYKIzXIbCU4WJqr5FD,3952000,Petrol,Automatic,Nissan,Altima,2008,Gray,Nigerian Used,169473,2500,Registered,Imported,Unknown,LAGOS
umnl1Jb2RpTXXwULslJX7vPZ,2600000,Petrol,Automatic,Honda,Accord,2008,Pink,Nigerian Used,413376,2400,Registered,Registered,Unknown,Lagos
x27wkQA8mft7c1TQYEmLZVmf,2600000,Petrol,Automatic,Nissan,Pathfinder,2008,Red,Nigerian Used,213301,5600,Registered,Registered,SUV,LAGOS
fMFddQtPw7HS7rLH1iIgztNM,2600000,Petrol,Automatic,Toyota,Camry,2005,Black,Nigerian Used,203196,2400,Registered,Registered,Unknown,LAGOS
a4YyAhJ7RBu6CpYCHcP9MekS,3150000,Petrol,Automatic,Nissan,Armada,2004,Burgandy,Nigerian Used,140022,5600,Registered,Imported,SUV,Unknown
6jL5UTJU0Y39blBWUjYw8c0E,2100000,Petrol,Automatic,Lexus,RX,2002,Gold,Nigerian Used,517961,3000,Registered,Imported,SUV,Lagos
s51z93l72bqnQB31u49BrxPF,2600000,Petrol,Automatic,Toyota,Camry,2005,Gray,Nigerian Used,257494,3300,Registered,Imported,Sedan,Ondo
8FDje99ClWlLpAhBBoutmwWK,2730000,Petrol,Automatic,Nissan,Primera,2005,Silver,Foreign Used,142309,1600,Imported,Imported,Unknown,Unknown
sA1mHxl3atFgbDfPnGV4yrcc,2816000,Petrol,Automatic,Toyota,Camry,2007,Gray,Nigerian Used,189925,2400,Registered,Imported,Unknown,ABUJA
43Xwe7ViUGo4MQflavcDnMmH,2940000,Petrol,CVT,Nissan,Altima,2010,White,Foreign Used,488539,2500,Imported,Imported,Unknown,Unknown
eVHWTcVvC6e1wXtCP42MMG0,5775000,Petrol,Automatic,Ford,Escape,2011,Black,Foreign Used,167370,2500,Imported,Imported,SUV,Unknown
5RZjf7OBuhQYAMM9QvOObmG6,2992500,Petrol,Manual,Ford,Galaxy,2004,Silver,Nigerian Used,284835,2300,Registered,Registered,Unknown,Plateau
dkpolCGVerEc2rX9m5nTFef7,2496000,Petrol,Automatic,Toyota,Avalon,2006,Gold,Nigerian Used,231221,3500,Registered,Registered,Sedan,ANAMBRA
wBTQ7uzC3qMcDqH2afySwtKW,2100000,Petrol,Automatic,Nissan,Titan,2004,Red,Nigerian Used,224691,5600,Registered,Registered,Unknown,LAGOS
9Q1ikdrd9DfFbpyhfNtTkjRv,2940000,Petrol,Automatic,Toyota,Corolla,2010,Gray,Nigerian Used,146657,1800,Registered,Registered,Unknown,Unknown
u1If3B1yFIKmYdX7PIgQh48R,1260000,Petrol,Automatic,Honda,Accord,2003,Beige,Nigerian Used,176290,3500,Registered,Registered,Unknown,Lagos
wqzlSPeuKsZOZlQLselDbO7k,6032000,Petrol,Automatic,Toyota,Sienna,2008,Blue,Foreign Used,169440,3500,Imported,Imported,SUV,Unknown
aMp4KPaoTG3PLxczN7iVKHvl,2782500,Petrol,Automatic,Toyota,Sienna,2008,Gray,Nigerian Used,125891,3500,Registered,Registered,Unknown,Unknown
8jTaa42lCej03paiLbe1A4SB,4935000,Petrol,Automatic,Kia,Sorento,2012,Brown,Nigerian Used,151314,3500,Registered,Imported,SUV,LAGOS
wPZJfy0mYYcBUM5GSb9O5gUz,2392000,Petrol,Automatic,Honda,Accord,2009,Gray,Nigerian Used,245435,2400,Registered,Imported,Unknown,Unknown
yEhjuAivXPMIUPGJn7fo7LXE,3675000,Petrol,Automatic,Toyota,Corolla,2013,Black,Nigerian Used,62791,1800,Registered,Registered,Sedan,ANAMBRA
nlxGAwpby8CjimJJ4OzhheL6,15080000,Petrol,Automatic,Mercedes-Benz,M Class,2013,Silver,Foreign Used,253660,4700,Imported,Imported,Unknown,Unknown
6jL5UTJU0Y39blBWUjYw8c0E,2100000,Petrol,Automatic,Lexus,RX,2002,Gold,Nigerian Used,517961,3000,Registered,Imported,SUV,Lagos
B8izsxbWnfvGq939rCOH2W3,2520000,Petrol,Automatic,Honda,CR-V,2008,Black,Nigerian Used,133445,2400,Registered,Registered,SUV,Unknown
8WAvpwd3wSN2slv6cCdzr6H,1575000,Petrol,Automatic,Nissan,Versa,2013,Gray,Nigerian Used,222595,1800,Registered,Registered,Unknown,LAGOS
